MICE_ID_RAR_INDIVIDUAL,STRAIN,ID,RACK,LOCATION,ROOM,DATE_OF_BIRTH,SEX,DIET,AGE_OLD_WEEKS,WEEK_WITH_FAT_DIET,FOOD_WEIGHT_START_G,FOOD_WEIGHT_END_G,BODY_WEIGHT_G,DATE,COMMENTS,IN_SABLE,NEW_FOOD_END_SESSION_G,DIET_FORMULA,LOT_FOOD,ANIMAL_VENDOR,STRAIN_CODE_VENDOR,BASAL_GLU_mg_dL,FASTED_GLU_mg_dL
B00002513708,NZO/HlLtJ,3708,3A,K1,370-F,9/17/24,F,LFD,16.5,7.5,23.6,15.05,45.83,1/10/25,FOOD_REPLACEMENT,NO,24.81,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,3A,L1,370-F,9/17/24,F,LFD,16.5,7.5,24.76,16.33,43.56,1/10/25,FOOD_REPLACEMENT,NO,22.73,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,3A,M1,370-F,9/17/24,F,LFD,16.5,7.5,26.57,17.87,49.17,1/10/25,FOOD_REPLACEMENT,NO,22.5,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,3A,L2,370-F,9/17/24,F,LFD,16.5,7.5,24.2,15.83,46.96,1/10/25,FOOD_REPLACEMENT,NO,23.16,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,3A,K3,370-F,9/17/24,F,LFD,16.5,7.5,25.72,17.23,48.63,1/10/25,FOOD_REPLACEMENT,NO,21.66,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,3A,L3,370-F,9/17/24,F,LFD,16.5,7.5,25.88,18.03,40.32,1/10/25,FOOD_REPLACEMENT,NO,23.81,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,3A,M3,370-F,9/17/24,F,LFD,16.5,7.5,24.36,15.52,45.42,1/10/25,FOOD_REPLACEMENT,NO,21.74,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513715,NZO/HlLtJ,3715,3A,N3,370-F,9/17/24,F,LFD,16.5,7.5,30.03,27.4,32.94,1/10/25,FOOD_REPLACEMENT,NO,23.57,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,3A,I1,370-F,9/17/24,F,LFD,17,8,25.53,14.01,36.16,1/13/25,,NO,33.51,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,3A,J1,370-F,9/17/24,F,LFD,17,8,25.42,11.71,49.1,1/13/25,FOOD_REPLACEMENT,NO,33.74,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,3A,K1,370-F,9/17/24,F,LFD,17,8,24.81,11.95,46.82,1/13/25,FOOD_REPLACEMENT,NO,35.87,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,3A,L1,370-F,9/17/24,F,LFD,17,8,22.73,9.41,44.64,1/13/25,FOOD_REPLACEMENT,NO,34.12,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,3A,M1,370-F,9/17/24,F,LFD,17,8,22.5,9.64,50.07,1/13/25,FOOD_REPLACEMENT,NO,36.02,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,3A,L2,370-F,9/17/24,F,LFD,17,8,23.16,11.11,47.45,1/13/25,FOOD_REPLACEMENT,NO,34.36,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,3A,K3,370-F,9/17/24,F,LFD,17,8,21.66,8.17,50.18,1/13/25,FOOD_REPLACEMENT,NO,33.01,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,3A,L3,370-F,9/17/24,F,LFD,17,8,23.81,11.87,41.08,1/13/25,FOOD_REPLACEMENT,NO,34.91,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,3A,M3,370-F,9/17/24,F,LFD,17,8,21.74,10.93,45.06,1/13/25,FOOD_REPLACEMENT,NO,33.69,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513715,NZO/HlLtJ,3715,3A,N3,370-F,9/17/24,F,LFD,17,8,23.57,20.78,30.08,1/13/25,FOOD_REPLACEMENT,NO,35.57,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,3A,I1,370-F,9/17/24,F,LFD,17.3,8.3,33.51,26.12,38.39,1/15/25,,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,3A,J1,370-F,9/17/24,F,LFD,17.3,8.3,33.74,25.29,50.3,1/15/25,FOOD_REPLACEMENT,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,3A,K1,370-F,9/17/24,F,LFD,17.3,8.3,35.87,29.12,47.66,1/15/25,FOOD_REPLACEMENT,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,3A,L1,370-F,9/17/24,F,LFD,17.3,8.3,34.12,26.54,45.68,1/15/25,FOOD_REPLACEMENT,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,3A,M1,370-F,9/17/24,F,LFD,17.3,8.3,36.02,28.68,51.93,1/15/25,FOOD_REPLACEMENT,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,3A,L2,370-F,9/17/24,F,LFD,17.3,8.3,34.36,28.01,48.05,1/15/25,FOOD_REPLACEMENT,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,3A,K3,370-F,9/17/24,F,LFD,17.3,8.3,33.01,25.19,51.15,1/15/25,FOOD_REPLACEMENT,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,3A,L3,370-F,9/17/24,F,LFD,17.3,8.3,34.91,27.01,43.39,1/15/25,FOOD_REPLACEMENT,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,3A,M3,370-F,9/17/24,F,LFD,17.3,8.3,33.69,26.51,46.09,1/15/25,FOOD_REPLACEMENT,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513715,NZO/HlLtJ,3715,3A,N3,370-F,9/17/24,F,LFD,17.3,8.3,,,,1/15/25,SICK_SIGNS,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,3A,I1,370-F,9/17/24,F,LFD,17.5,8.5,26.12,19.01,36.96,1/17/25,,NO,24.51,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,3A,J1,370-F,9/17/24,F,LFD,17.5,8.5,25.29,15.99,51.21,1/17/25,FOOD_REPLACEMENT,NO,26.3,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,3A,K1,370-F,9/17/24,F,LFD,17.5,8.5,29.12,21.36,47.18,1/17/25,FOOD_REPLACEMENT,NO,25.15,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,3A,L1,370-F,9/17/24,F,LFD,17.5,8.5,26.54,18.92,44.94,1/17/25,FOOD_REPLACEMENT,NO,25.84,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,3A,M1,370-F,9/17/24,F,LFD,17.5,8.5,28.68,20.15,51.43,1/17/25,FOOD_REPLACEMENT,NO,21.95,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,3A,L2,370-F,9/17/24,F,LFD,17.5,8.5,28.01,21.69,46.97,1/17/25,FOOD_REPLACEMENT,NO,23.53,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,3A,K3,370-F,9/17/24,F,LFD,17.5,8.5,25.19,18.06,49.65,1/17/25,FOOD_REPLACEMENT,NO,22.81,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,3A,L3,370-F,9/17/24,F,LFD,17.5,8.5,27.01,20.08,41.59,1/17/25,FOOD_REPLACEMENT,NO,23.61,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,3A,M3,370-F,9/17/24,F,LFD,17.5,8.5,26.51,19.95,45.25,1/17/25,FOOD_REPLACEMENT,NO,22.15,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513715,NZO/HlLtJ,3715,3A,N3,370-F,9/17/24,F,LFD,17.5,8.5,,,,1/17/25,SICK_SIGNS,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,3A,I1,370-F,9/17/24,F,LFD,18,9,24.51,13.94,37.45,1/20/25,,NO,33.47,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,3A,J1,370-F,9/17/24,F,LFD,18,9,26.3,14.15,50.2,1/20/25,FOOD_REPLACEMENT,NO,33.21,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,3A,K1,370-F,9/17/24,F,LFD,18,9,25.15,11.96,49.04,1/20/25,FOOD_REPLACEMENT,NO,32.37,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,3A,L1,370-F,9/17/24,F,LFD,18,9,25.84,12.54,46.2,1/20/25,FOOD_REPLACEMENT,NO,34.1,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,3A,M1,370-F,9/17/24,F,LFD,18,9,21.95,10.11,51.79,1/20/25,FOOD_REPLACEMENT,NO,32.67,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,3A,L2,370-F,9/17/24,F,LFD,18,9,23.53,11.33,48.5,1/20/25,FOOD_REPLACEMENT,NO,32.36,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,3A,K3,370-F,9/17/24,F,LFD,18,9,22.81,9.88,50.43,1/20/25,FOOD_REPLACEMENT,NO,33.51,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,3A,L3,370-F,9/17/24,F,LFD,18,9,23.61,11.48,42.22,1/20/25,FOOD_REPLACEMENT,NO,33.87,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,3A,M3,370-F,9/17/24,F,LFD,18,9,22.15,10.76,45.81,1/20/25,FOOD_REPLACEMENT,NO,33.17,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513715,NZO/HlLtJ,3715,3A,N3,370-F,9/17/24,F,LFD,18,9,,,27,1/20/25,EUTHANIZED_01_19_2025,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,3A,I1,370-F,9/17/24,F,LFD,18.3,9.3,33.47,28.55,37.16,1/22/25,,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,3A,J1,370-F,9/17/24,F,LFD,18.3,9.3,33.21,26.79,50.35,1/22/25,,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,3A,K1,370-F,9/17/24,F,LFD,18.3,9.3,32.37,26.57,48.51,1/22/25,,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,3A,L1,370-F,9/17/24,F,LFD,18.3,9.3,34.1,29.72,45.45,1/22/25,,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,3A,M1,370-F,9/17/24,F,LFD,18.3,9.3,32.67,28.05,51.18,1/22/25,,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,3A,L2,370-F,9/17/24,F,LFD,18.3,9.3,32.36,26.85,48.87,1/22/25,,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,3A,K3,370-F,9/17/24,F,LFD,18.3,9.3,33.51,28.2,50.21,1/22/25,,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,3A,L3,370-F,9/17/24,F,LFD,18.3,9.3,33.87,27.5,42.83,1/22/25,,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,3A,M3,370-F,9/17/24,F,LFD,18.3,9.3,33.17,27.65,46.18,1/22/25,,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,3A,I1,370-F,9/17/24,F,LFD,18.5,9.5,28.55,21.89,36.15,1/24/25,,NO,20.24,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,3A,J1,370-F,9/17/24,F,LFD,18.5,9.5,26.79,17.08,50.57,1/24/25,FOOD_REPLACEMENT,NO,22.73,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,3A,K1,370-F,9/17/24,F,LFD,18.5,9.5,26.57,19.3,48.14,1/24/25,FOOD_REPLACEMENT,NO,20.23,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,3A,L1,370-F,9/17/24,F,LFD,18.5,9.5,29.72,23.55,44.38,1/24/25,FOOD_REPLACEMENT,NO,20.73,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,3A,M1,370-F,9/17/24,F,LFD,18.5,9.5,28.05,19.91,51.33,1/24/25,FOOD_REPLACEMENT,NO,22.17,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,3A,L2,370-F,9/17/24,F,LFD,18.5,9.5,26.85,22.21,46.56,1/24/25,FOOD_REPLACEMENT,NO,21.5,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,3A,K3,370-F,9/17/24,F,LFD,18.5,9.5,28.2,20.43,50.03,1/24/25,FOOD_REPLACEMENT,NO,20.56,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,3A,L3,370-F,9/17/24,F,LFD,18.5,9.5,27.5,19.74,42.18,1/24/25,FOOD_REPLACEMENT,NO,20.67,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,3A,M3,370-F,9/17/24,F,LFD,18.5,9.5,27.65,20.07,45.05,1/24/25,FOOD_REPLACEMENT,NO,20.95,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,,ACC_CAGE_1,230-F,9/17/24,F,LFD,19,10,259.05,,39.75,1/27/25,DAY_1_ACC_SABLE,YES,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,,ACC_CAGE_2,230-F,9/17/24,F,LFD,19,10,257.38,,51.88,1/27/25,DAY_1_ACC_SABLE,YES,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,3A,K1,370-F,9/17/24,F,LFD,19,10,20.23,9.03,48,1/27/25,FOOD_REPLACEMENT,NO,32.23,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,,ACC_CAGE_4,230-F,9/17/24,F,LFD,19,10,268.86,,46.51,1/27/25,DAY_1_ACC_SABLE,YES,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,3A,M1,370-F,9/17/24,F,LFD,19,10,22.17,10.08,51.9,1/27/25,FOOD_REPLACEMENT,NO,32.68,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,,ACC_CAGE_5,230-F,9/17/24,F,LFD,19,10,255.18,,47.03,1/27/25,DAY_1_ACC_SABLE,YES,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,,ACC_CAGE_6,230-F,9/17/24,F,LFD,19,10,258,,52.14,1/27/25,DAY_1_ACC_SABLE,YES,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,,ACC_CAGE_7,230-F,9/17/24,F,LFD,19,10,259.2,,44.67,1/27/25,DAY_1_ACC_SABLE,YES,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,3A,M3,370-F,9/17/24,F,LFD,19,10,20.95,8.89,45.94,1/27/25,FOOD_REPLACEMENT,NO,33.8,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,,ACC_CAGE_1,230-F,9/17/24,F,LFD,19.3,10.3,259.05,256.67,35.5,1/29/25,DAY_3_ACC_SABLE,YES,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,,ACC_CAGE_2,230-F,9/17/24,F,LFD,19.3,10.3,257.38,257.72,45.4,1/29/25,DAY_3_ACC_SABLE,YES,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,,ACC_CAGE_10,230-F,9/17/24,F,LFD,19.3,10.3,266.65,,48.73,1/29/25,DAY_1_ACC_SABLE,YES,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,,ACC_CAGE_4,230-F,9/17/24,F,LFD,19.3,10.3,268.86,268.35,41.43,1/29/25,DAY_3_ACC_SABLE,YES,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,,ACC_CAGE_15,230-F,9/17/24,F,LFD,19.3,10.3,263.21,,51.94,1/29/25,DAY_1_ACC_SABLE,YES,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,,ACC_CAGE_5,230-F,9/17/24,F,LFD,19.3,10.3,255.18,255.18,42.53,1/29/25,DAY_3_ACC_SABLE,YES,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,,ACC_CAGE_6,230-F,9/17/24,F,LFD,19.3,10.3,258,209.18,46.95,1/29/25,DAY_3_ACC_SABLE,YES,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,,ACC_CAGE_7,230-F,9/17/24,F,LFD,19.3,10.3,259.2,257.98,39.74,1/29/25,DAY_3_ACC_SABLE,YES,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,,ACC_CAGE_11,230-F,9/17/24,F,LFD,19.3,10.3,260.74,,46.94,1/29/25,DAY_2_ACC_SABLE,YES,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,,ACC_CAGE_1,230-F,9/17/24,F,LFD,19.4,10.4,251.96,248.24,35.74,1/30/25,DAY_4_ACC_SABLE,YES,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,,ACC_CAGE_2,230-F,9/17/24,F,LFD,19.4,10.4,253.81,250.93,45.38,1/30/25,DAY_4_ACC_SABLE,YES,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,,ACC_CAGE_10,230-F,9/17/24,F,LFD,19.4,10.4,266.65,,,1/30/25,DAY_2_ACC_SABLE,YES,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,,ACC_CAGE_4,230-F,9/17/24,F,LFD,19.4,10.4,264.07,261.43,41.5,1/30/25,DAY_4_ACC_SABLE,YES,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,,ACC_CAGE_15,230-F,9/17/24,F,LFD,19.4,10.4,263.21,,,1/30/25,DAY_2_ACC_SABLE,YES,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,,ACC_CAGE_5,230-F,9/17/24,F,LFD,19.4,10.4,250.68,246.76,43.74,1/30/25,DAY_4_ACC_SABLE,YES,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,,ACC_CAGE_6,230-F,9/17/24,F,LFD,19.4,10.4,253.24,249.23,47.67,1/30/25,DAY_4_ACC_SABLE,YES,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,,ACC_CAGE_7,230-F,9/17/24,F,LFD,19.4,10.4,253.47,249.42,40.21,1/30/25,DAY_4_ACC_SABLE,YES,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,,ACC_CAGE_11,230-F,9/17/24,F,LFD,19.4,10.4,260.74,,,1/30/25,DAY_3_ACC_SABLE,YES,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,,ACC_CAGE_1,230-F,9/17/24,F,LFD,19.5,10.5,248.24,244.83,35.13,1/31/25,DAY_5_ACC_SABLE,YES,246.3,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,,ACC_CAGE_2,230-F,9/17/24,F,LFD,19.5,10.5,250.93,248.02,44.43,1/31/25,DAY_5_ACC_SABLE,YES,251.09,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,,ACC_CAGE_10,230-F,9/17/24,F,LFD,19.5,10.5,266.65,260.91,46.89,1/31/25,DAY_3_ACC_SABLE,YES,248.49,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,,ACC_CAGE_4,230-F,9/17/24,F,LFD,19.5,10.5,261.43,258.15,40.33,1/31/25,DAY_5_ACC_SABLE,YES,247.44,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,,ACC_CAGE_15,230-F,9/17/24,F,LFD,19.5,10.5,263.21,257.95,49.71,1/31/25,DAY_3_ACC_SABLE,YES,250.35,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,,ACC_CAGE_5,230-F,9/17/24,F,LFD,19.5,10.5,246.76,242.6,44.32,1/31/25,DAY_5_ACC_SABLE,YES,244.72,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,,ACC_CAGE_6,230-F,9/17/24,F,LFD,19.5,10.5,249.23,246.75,46.29,1/31/25,DAY_5_ACC_SABLE,YES,249.46,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,,ACC_CAGE_7,230-F,9/17/24,F,LFD,19.5,10.5,249.42,246.02,40.47,1/31/25,DAY_5_ACC_SABLE,YES,249.29,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,,ACC_CAGE_11,230-F,9/17/24,F,LFD,19.5,10.5,260.74,256.8,43.36,1/31/25,DAY_3_ACC_SABLE,YES,253.79,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,,ACC_CAGE_1,230-F,9/17/24,F,LFD,20,11,246.3,237.6,35.56,2/3/25,DAY_8_ACC_SABLE,YES,237.69,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,,ACC_CAGE_2,230-F,9/17/24,F,LFD,20,11,251.09,242.62,43.84,2/3/25,DAY_8_ACC_SABLE,YES,243.7,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,,ACC_CAGE_10,230-F,9/17/24,F,LFD,20,11,248.49,237.32,47.75,2/3/25,DAY_6_ACC_SABLE,YES,242.35,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,,ACC_CAGE_4,230-F,9/17/24,F,LFD,20,11,247.44,238.13,40.68,2/3/25,DAY_8_ACC_SABLE,YES,246.94,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,,ACC_CAGE_15,230-F,9/17/24,F,LFD,20,11,250.35,241.83,48.45,2/3/25,DAY_6_ACC_SABLE,YES,246.78,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,,ACC_CAGE_5,230-F,9/17/24,F,LFD,20,11,244.72,234.48,44.45,2/3/25,DAY_8_ACC_SABLE,YES,239.43,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,,ACC_CAGE_6,230-F,9/17/24,F,LFD,20,11,249.46,240.97,46.17,2/3/25,DAY_8_ACC_SABLE,YES,240.18,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,,ACC_CAGE_7,230-F,9/17/24,F,LFD,20,11,249.29,238.76,40.78,2/3/25,DAY_8_ACC_SABLE,YES,241.93,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,,ACC_CAGE_11,230-F,9/17/24,F,LFD,20,11,253.79,242.12,45.42,2/3/25,DAY_6_ACC_SABLE,YES,240.05,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,,CAGE_1,230-F,9/17/24,F,LFD,20.3,11.3,237.69,229.61,35.75,2/5/25,DAY_1_SABLE,YES,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
